flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h25,h65,1856,1856,22
h25,h91,529,529,22
h26,h137,1966,1966,22
h26,h17,518,518,22
h28,h133,751,751,22
h32,h80,1286,1286,22
h9,h7,266,266,22
h1,h115,1398,1398,21
h11,h81,1696,1696,21
h13,h40,547,547,21
h15,h131,997,997,21
h17,h129,36,36,21
h2,h42,220,220,21
h21,h112,1378,1378,21
h24,h141,744,744,21
h24,h144,1727,1727,21
h24,h23,325,325,21
h25,h77,600,600,21
h25,h85,1992,1992,21
h26,h4,511,511,21
h26,h71,884,884,21
h28,h11,1150,1150,21
h28,h117,1031,1031,21
h29,h139,1905,1905,21
h29,h49,524,524,21
h3,h135,1657,1657,21
h31,h10,1932,1932,21
h4,h119,2159,2159,21
h5,h20,800,800,21
h6,h65,1194,1194,21
h7,h106,1581,1581,21
h13,h112,1836,1836,20
h13,h31,2100,2100,20
h15,h131,80,80,20
h20,h135,763,763,20
h24,h30,1775,1775,20
h24,h35,486,486,20
h25,h119,256,256,20
h3,h87,2151,2151,20
h32,h102,1379,1379,20
h9,h133,1854,1854,20
h12,h78,494,494,19
h20,h34,738,738,19
h26,h44,262,262,19
h28,h141,1667,1667,19
h3,h3,1182,1182,19
h31,h104,999,999,19
h32,h121,357,357,19
h32,h5,1303,1303,19
h6,h14,1688,1688,19
h7,h64,300,300,19
h12,h127,687,687,18
h16,h46,124,124,18
h2,h135,1793,1793,18
h23,h5,2037,2037,18
h25,h103,39,39,18
h25,h117,1266,1266,18
h27,h109,1463,1463,18
h31,h42,1324,1324,18
h32,h134,2161,2161,18
h5,h120,2015,2015,18
h9,h109,538,538,18
h13,h70,1525,1525,17
h16,h116,1473,1473,17
h17,h132,27,27,17
h17,h89,384,384,17
h19,h2,1592,1592,17
h28,h68,2186,2186,17
h8,h114,988,988,17
h9,h70,1988,1988,17
h11,h24,1748,1748,16
h14,h11,1698,1698,16
h15,h127,1828,1828,16
h8,h114,534,534,16
h8,h131,588,588,16
h9,h124,1951,1951,16
h9,h3,149,149,16
h1,h105,673,673,15
h15,h39,1694,1694,15
h15,h95,141,141,15
h17,h36,20,20,15
h21,h38,392,392,15
h25,h143,1111,1111,15
h26,h101,1125,1125,15
h26,h6,143,143,15
h8,h67,96,96,15
h1,h118,1907,1907,14
h11,h72,1505,1505,14
h16,h127,1628,1628,14
